time,temperature,humidity,ec,ph
2025.06.16 19:00:00,19,74.1,8.02,6.2
2025.06.16 20:00:00,19,77.8,8.06,5.9
2025.06.16 21:00:00,19,83.1,8.06,5.9
2025.06.16 22:00:00,19,84.1,8.06,5.9
2025.06.16 23:00:00,19,84.4,8.06,5.9
2025.06.17 00:00:00,19,85,8.06,5.9
2025.06.17 01:00:00,19,85.2,8.06,5.9
2025.06.17 02:00:00,19,85.1,8.06,5.9
2025.06.17 03:00:00,19,84.5,8.06,5.9
2025.06.17 04:00:00,19,86,8.06,5.9
2025.06.17 05:00:00,19,86.5,8.06,5.9
2025.06.17 06:00:00,19,85.9,8.06,5.9
2025.06.17 07:00:00,19.5,80.6,8.06,5.9
2025.06.17 08:00:00,20,74.6,8.06,5.9
2025.06.17 09:00:00,20,67.2,8.06,5.9
2025.06.17 10:00:00,21,61.8,7.92,5.19
2025.06.17 11:00:00,21,58.2,7.92,5.19
2025.06.17 12:00:00,21,58.4,7.92,5.19
2025.06.17 13:00:00,21,58.5,7.92,5.19
2025.06.17 14:00:00,21,60,7.92,5.19
2025.06.17 15:00:00,20,61.4,7.92,5.19
2025.06.17 16:00:00,20,65.6,7.92,5.19
2025.06.17 17:00:00,20,66.3,7.92,5.19
2025.06.17 18:00:00,20,68.6,7.92,5.19
2025.06.17 19:00:00,19.7,69.9,7.92,5.19
2025.06.17 20:00:00,19,74.5,7.92,5.19
2025.06.17 21:00:00,19,81.4,7.92,5.19
2025.06.17 22:00:00,19,83.1,7.92,5.19
2025.06.17 23:00:00,19,83.9,7.92,5.19
2025.06.18 00:00:00,19,84.7,7.92,5.19
2025.06.18 01:00:00,19,85.3,7.92,5.19
2025.06.18 02:00:00,19,86,7.92,5.19
2025.06.18 03:00:00,19,84.7,7.92,5.19
2025.06.18 04:00:00,19,86.4,7.92,5.19
2025.06.18 05:00:00,19,86,7.92,5.19
2025.06.18 06:00:00,19,84.1,7.92,5.19
2025.06.18 07:00:00,19.8,77.8,7.92,5.19
2025.06.18 08:00:00,20.1,67.9,7.92,5.19
2025.06.18 09:00:00,20.9,58.2,8.29,4.87
2025.06.18 10:00:00,21.9,52.4,8.29,4.87
2025.06.18 11:00:00,22,51.4,8.29,4.87
2025.06.18 12:00:00,21.2,52.7,8.29,4.87
2025.06.18 13:00:00,21,55.6,8.29,4.87
2025.06.18 14:00:00,20.7,58.1,8.29,4.87
2025.06.18 15:00:00,20,61.5,8.29,4.87
2025.06.18 16:00:00,20,62,8.29,4.87
2025.06.18 17:00:00,20,63.7,8.29,4.87
2025.06.18 18:00:00,20,64,8.29,4.87
2025.06.18 19:00:00,19.1,64.3,8.29,4.87
2025.06.18 20:00:00,19,69.6,8.29,4.87
2025.06.18 21:00:00,19,77.6,8.29,4.87
2025.06.18 22:00:00,19,78.2,8.29,4.87
2025.06.18 23:00:00,19,79.4,8.29,4.87
2025.06.19 00:00:00,19,81.2,8.29,4.87
2025.06.19 01:00:00,19,82,8.29,4.87
2025.06.19 02:00:00,19,82.3,8.29,4.87
2025.06.19 03:00:00,18.2,82,8.29,4.87
2025.06.19 04:00:00,18,83,8.29,4.87
2025.06.19 05:00:00,18,83,8.29,4.87
2025.06.19 06:00:00,18.6,82.6,8.29,4.87
2025.06.19 07:00:00,19.6,77.7,8.29,4.87
2025.06.19 08:00:00,20.7,62.6,8.29,4.87
2025.06.19 09:00:00,21.2,51.9,8.29,4.87
2025.06.19 10:00:00,22,48.4,8.26,6.07
2025.06.19 11:00:00,22,49.8,8.26,6.07
2025.06.19 12:00:00,21.9,51.5,8.26,6.07
2025.06.19 13:00:00,21.1,52.3,8.26,6.07
2025.06.19 14:00:00,21,51.2,8.26,6.07
2025.06.19 15:00:00,20.7,55.6,8.26,6.07
2025.06.19 16:00:00,20.9,57.2,8.26,6.07
2025.06.19 17:00:00,20,59,8.26,6.07
2025.06.19 18:00:00,20,60.1,8.26,6.07
2025.06.19 19:00:00,20,62.5,8.26,6.07
2025.06.19 20:00:00,19.7,66.6,8.33,5.74
2025.06.19 21:00:00,19.4,74.6,8.33,5.74
2025.06.19 22:00:00,20,75,8.33,5.74
2025.06.19 23:00:00,20,76.1,8.33,5.74
2025.06.20 00:00:00,20,78.2,8.33,5.74
2025.06.20 01:00:00,20,82,8.33,5.74
2025.06.20 02:00:00,19.8,82.9,8.33,5.74
2025.06.20 03:00:00,19.1,81.6,8.33,5.74
2025.06.20 04:00:00,19.5,83.6,8.33,5.74
2025.06.20 05:00:00,19,83.5,8.33,5.74
2025.06.20 06:00:00,19.6,82.2,8.33,5.74
2025.06.20 07:00:00,19.7,78.9,8.33,5.74
2025.06.20 08:00:00,20,76.7,8.33,5.74
2025.06.20 09:00:00,19.1,74,8.38,4.86
2025.06.20 10:00:00,20,77.3,8.38,4.86
2025.06.20 11:00:00,20,74.3,8.38,4.86
2025.06.20 12:00:00,19.9,72.5,8.38,4.86
2025.06.20 13:00:00,19,73.5,8.38,4.86
2025.06.20 14:00:00,19,74.7,8.38,4.86
2025.06.20 15:00:00,19,74.1,8.38,4.86
2025.06.20 16:00:00,19.7,77.3,8.38,4.86
2025.06.20 17:00:00,19.2,75.7,8.38,4.86
2025.06.20 18:00:00,19,76.1,8.38,4.86
2025.06.20 19:00:00,19,76.5,8.38,4.86
2025.06.20 20:00:00,19,79.6,8.38,4.86
2025.06.20 21:00:00,19,85.3,8.38,4.86
2025.06.20 22:00:00,19,87.1,8.38,4.86
2025.06.20 23:00:00,19,86.7,8.38,4.86
2025.06.21 00:00:00,19,86.3,8.38,4.86
2025.06.21 01:00:00,19,86.1,8.38,4.86
2025.06.21 02:00:00,19,87,8.38,4.86
2025.06.21 03:00:00,19,86.1,8.38,4.86
2025.06.21 04:00:00,19,87.9,8.38,4.86
2025.06.21 05:00:00,19,87.8,8.38,4.86
2025.06.21 06:00:00,19,86.4,8.38,4.86
2025.06.21 07:00:00,19,82.5,8.38,4.86
2025.06.21 08:00:00,19.6,80.1,8.38,4.86
2025.06.21 09:00:00,19.1,75.4,8.38,4.86
2025.06.21 10:00:00,19.5,79.1,8.38,4.86
2025.06.21 11:00:00,20,75.3,8.38,4.86
2025.06.21 12:00:00,20,74.6,8.38,4.86
2025.06.21 13:00:00,20,74.1,8.38,4.86
2025.06.21 14:00:00,20,73.9,8.38,4.86
2025.06.21 15:00:00,20,69.8,8.38,4.86
2025.06.21 16:00:00,20,71.2,8.38,4.86
2025.06.21 17:00:00,20,70.1,8.38,4.86
2025.06.21 18:00:00,19.5,70.6,8.38,4.86
2025.06.21 19:00:00,19,74.5,8.38,4.86
2025.06.21 20:00:00,19,78.8,8.38,4.86
2025.06.21 21:00:00,18.9,83.4,8.38,4.86
2025.06.21 22:00:00,19,85.2,8.38,4.86
2025.06.21 23:00:00,19,86,8.38,4.86
2025.06.22 00:00:00,18.6,85.1,8.38,4.86
2025.06.22 01:00:00,18,81.6,8.38,4.86
2025.06.22 02:00:00,17.1,84.2,8.38,4.86
2025.06.22 03:00:00,17,86.4,8.38,4.86
2025.06.22 04:00:00,17,87.6,8.38,4.86
2025.06.22 05:00:00,17.1,88.3,8.38,4.86
2025.06.22 06:00:00,17,82.7,8.38,4.86
2025.06.22 07:00:00,17.5,77.3,8.38,4.86
2025.06.22 08:00:00,20,69.4,8.38,4.86
2025.06.22 09:00:00,21.4,48.9,8.38,4.86
2025.06.22 10:00:00,22,48.9,8.38,4.86
2025.06.22 11:00:00,22,52.3,8.38,4.86
2025.06.22 12:00:00,21.5,54.4,8.38,4.86
2025.06.22 13:00:00,21,59.2,8.38,4.86
2025.06.22 14:00:00,21,62.5,8.38,4.86
2025.06.22 15:00:00,20,64,8.38,4.86
2025.06.22 16:00:00,20,67.1,8.38,4.86
2025.06.22 17:00:00,20,68.2,8.38,4.86
2025.06.22 18:00:00,20,70.2,8.38,4.86
2025.06.22 19:00:00,19.7,70.5,8.38,4.86
2025.06.22 20:00:00,19,74.2,8.38,4.86
2025.06.22 21:00:00,19,81.6,8.38,4.86
2025.06.22 22:00:00,19,83.2,8.38,4.86
2025.06.22 23:00:00,19,84,8.38,4.86
2025.06.23 00:00:00,19,82.8,8.38,4.86
2025.06.23 01:00:00,19,83,8.38,4.86
2025.06.23 02:00:00,18.7,80.4,8.38,4.86
2025.06.23 03:00:00,18,81.2,8.38,4.86
2025.06.23 04:00:00,18,83.2,8.38,4.86
2025.06.23 05:00:00,18,83.7,8.38,4.86
2025.06.23 06:00:00,18,77.9,8.38,4.86
2025.06.23 07:00:00,19,80.6,8.38,4.86
2025.06.23 08:00:00,20.7,65.1,8.38,4.86
2025.06.23 09:00:00,21,51.2,8.32,6.11
2025.06.23 10:00:00,21,51.1,8.32,6.11
2025.06.23 11:00:00,21,53.2,8.32,6.11
2025.06.23 12:00:00,21,55.3,8.32,6.11
2025.06.23 13:00:00,21,57.9,8.32,6.11
2025.06.23 14:00:00,21,59.7,8.32,6.11
2025.06.23 15:00:00,20.5,59.3,8.32,6.11
2025.06.23 16:00:00,21,62.3,8.43,5.76
2025.06.23 17:00:00,20.1,63.2,8.43,5.76
2025.06.23 18:00:00,20,64.9,8.43,5.76
2025.06.23 19:00:00,20,66.8,8.43,5.76
2025.06.23 20:00:00,19.9,71,8.43,5.76
2025.06.23 21:00:00,19,76.7,8.43,5.76
2025.06.23 22:00:00,19.9,79.4,8.43,5.76
2025.06.23 23:00:00,19.2,79.7,8.43,5.76
2025.06.24 00:00:00,19,80.7,8.43,5.76
2025.06.24 01:00:00,19,81.7,8.43,5.76
2025.06.24 02:00:00,19,82.3,8.43,5.76
2025.06.24 03:00:00,19,82.8,8.43,5.76
2025.06.24 04:00:00,19,85.3,8.43,5.76
2025.06.24 05:00:00,19.6,85.7,8.43,5.76
2025.06.24 06:00:00,20,81.2,8.43,5.76
2025.06.24 07:00:00,20,75.6,8.43,5.76
2025.06.24 08:00:00,20,71.2,8.43,5.76
2025.06.24 09:00:00,20,69,8.43,5.76
2025.06.24 10:00:00,20.4,68.6,8.43,5.76
2025.06.24 11:00:00,21,63.9,8.43,5.76
2025.06.24 12:00:00,21,62.5,8.43,5.76
2025.06.24 13:00:00,21,58.1,8.43,5.76
2025.06.24 14:00:00,20.9,59.9,8.43,5.76
2025.06.24 15:00:00,20.1,61.1,8.43,5.76
2025.06.24 16:00:00,20.2,61.7,8.43,5.76
